Execution Order | Job | Operation | Time (s)
           605 |  18 |        22 | 0.00000000 seconds
           606 |  21 |        20 | 0.00000000 seconds
           607 |  20 |        24 | 0.00000000 seconds
           608 |  21 |        21 | 0.00000000 seconds
           609 |   2 |        24 | 0.00000000 seconds
           610 |   3 |        21 | 0.00000000 seconds
           611 |  24 |        24 | 0.00000000 seconds
           612 |  16 |        21 | 0.00000000 seconds
           613 |   8 |        23 | 0.00000000 seconds
           614 |  21 |        22 | 0.00000000 seconds
           615 |   3 |        22 | 0.00000000 seconds
           616 |   8 |        24 | 0.00000000 seconds
           617 |  18 |        23 | 0.00000000 seconds
           618 |  16 |        22 | 0.00000000 seconds
           619 |   3 |        23 | 0.00000000 seconds
           620 |  21 |        23 | 0.00000000 seconds
           621 |   3 |        24 | 0.00000000 seconds
           622 |  16 |        23 | 0.00000000 seconds
           623 |  21 |        24 | 0.00000000 seconds
           624 |  16 |        24 | 0.00000000 seconds
           625 |  18 |        24 | 0.00000000 seconds
           626 |   0 |         0 | 0.00000000 seconds
           627 |   1 |         0 | 0.00000000 seconds
           628 |   2 |         0 | 0.00000000 seconds
           629 |   3 |         0 | 0.00000000 seconds
           630 |   4 |         0 | 0.00000000 seconds
           631 |   5 |         0 | 0.00000000 seconds
           632 |   6 |         0 | 0.00000000 seconds
           633 |   7 |         0 | 0.00000000 seconds
           634 |   8 |         0 | 0.00000000 seconds
           635 |   9 |         0 | 0.00000000 seconds
           636 |  10 |         0 | 0.00000000 seconds
           637 |  11 |         0 | 0.00000000 seconds
           638 |  12 |         0 | 0.00000000 seconds
           639 |  13 |         0 | 0.00000000 seconds
           640 |  14 |         0 | 0.00000000 seconds
           641 |  15 |         0 | 0.00000000 seconds
           642 |  16 |         0 | 0.00000000 seconds
           643 |  17 |         0 | 0.00000000 seconds
           644 |  18 |         0 | 0.00000000 seconds
           645 |  19 |         0 | 0.00000000 seconds
           646 |  20 |         0 | 0.00000000 seconds
           647 |  21 |         0 | 0.00000000 seconds
           648 |  22 |         0 | 0.00000000 seconds
           649 |  23 |         0 | 0.00000000 seconds
           650 |  24 |         0 | 0.00000000 seconds
           651 |   6 |         1 | 0.00000000 seconds
           652 |  13 |         1 | 0.00000000 seconds
           653 |  19 |         1 | 0.00000000 seconds
           654 |  11 |         1 | 0.00000000 seconds
           655 |   2 |         1 | 0.00000000 seconds
           656 |   4 |         1 | 0.00000000 seconds
           657 |  10 |         1 | 0.00000000 seconds
           658 |  18 |         1 | 0.00000000 seconds
           659 |  22 |         1 | 0.00000000 seconds
           660 |  11 |         2 | 0.00000000 seconds
           661 |   3 |         1 | 0.00000000 seconds
           662 |  19 |         2 | 0.00000000 seconds
           663 |  20 |         1 | 0.00000000 seconds
           664 |   0 |         1 | 0.00000000 seconds
           665 |   1 |         1 | 0.00000000 seconds
           666 |  12 |         1 | 0.00000000 seconds
           667 |  24 |         1 | 0.00000000 seconds
           668 |   9 |         1 | 0.00000000 seconds
           669 |  17 |         1 | 0.00000000 seconds
           670 |   5 |         1 | 0.00000000 seconds
           671 |   7 |         1 | 0.00000000 seconds
           672 |  11 |         3 | 0.00000000 seconds
           673 |  13 |         2 | 0.00000000 seconds
           674 |  14 |         1 | 0.00000000 seconds
           675 |  19 |         3 | 0.00000000 seconds
           676 |  22 |         2 | 0.00000000 seconds
           677 |   4 |         2 | 0.00000000 seconds
           678 |   5 |         2 | 0.00000000 seconds
           679 |  16 |         1 | 0.00000000 seconds
           680 |  17 |         2 | 0.00000000 seconds
           681 |  18 |         2 | 0.00000000 seconds
           682 |   1 |         2 | 0.00000000 seconds
           683 |  19 |         4 | 0.00000000 seconds
           684 |  24 |         2 | 0.00000000 seconds
           685 |   7 |         2 | 0.00000000 seconds
           686 |  10 |         2 | 0.00000000 seconds
           687 |  12 |         2 | 0.00000000 seconds
           688 |  14 |         2 | 0.00000000 seconds
           689 |   5 |         3 | 0.00000000 seconds
           690 |   8 |         1 | 0.00000000 seconds
           691 |  10 |         3 | 0.00000000 seconds
           692 |  18 |         3 | 0.00000000 seconds
           693 |  22 |         3 | 0.00000000 seconds
           694 |   9 |         2 | 0.00000000 seconds
           695 |  15 |         1 | 0.00000000 seconds
           696 |  23 |         1 | 0.00000000 seconds
           697 |   1 |         3 | 0.00000000 seconds
           698 |   3 |         2 | 0.00000000 seconds
           699 |  10 |         4 | 0.00000000 seconds
           700 |   9 |         3 | 0.00000000 seconds
           701 |  15 |         2 | 0.00000000 seconds
           702 |  16 |         2 | 0.00000000 seconds
           703 |  24 |         3 | 0.00000000 seconds
           704 |   1 |         4 | 0.00000000 seconds
           705 |   6 |         2 | 0.00000000 seconds
           706 |   8 |         2 | 0.00000000 seconds
           707 |   4 |         3 | 0.00000000 seconds
           708 |  19 |         5 | 0.00000000 seconds
           709 |  20 |         2 | 0.00000000 seconds
           710 |  23 |         2 | 0.00000000 seconds
           711 |  11 |         4 | 0.00000000 seconds
           712 |  12 |         3 | 0.00000000 seconds
           713 |  21 |         1 | 0.00000000 seconds
           714 |   9 |         4 | 0.00000000 seconds
           715 |  22 |         4 | 0.00000000 seconds
           716 |  13 |         3 | 0.00000000 seconds
           717 |  15 |         3 | 0.00000000 seconds
           718 |  13 |         4 | 0.00000000 seconds
           719 |  24 |         4 | 0.00000000 seconds
           720 |   5 |         4 | 0.00000000 seconds
           721 |   9 |         5 | 0.00000000 seconds
           722 |  10 |         5 | 0.00000000 seconds
           723 |  11 |         5 | 0.00000000 seconds
           724 |  16 |         3 | 0.00000000 seconds
           725 |  19 |         6 | 0.00000000 seconds
           726 |   2 |         2 | 0.00000000 seconds
           727 |   3 |         3 | 0.00000000 seconds
           728 |  19 |         7 | 0.00000000 seconds
           729 |  20 |         3 | 0.00000000 seconds
           730 |  17 |         3 | 0.00000000 seconds
           731 |  22 |         5 | 0.00000000 seconds
           732 |   1 |         5 | 0.00000000 seconds
           733 |   5 |         5 | 0.00000000 seconds
           734 |  13 |         5 | 0.00000000 seconds
           735 |  14 |         3 | 0.00000000 seconds
           736 |  15 |         4 | 0.00000000 seconds
           737 |  18 |         4 | 0.00000000 seconds
           738 |  20 |         4 | 0.00000000 seconds
           739 |   0 |         2 | 0.00000000 seconds
           740 |   6 |         3 | 0.00000000 seconds
           741 |   7 |         3 | 0.00000000 seconds
           742 |   9 |         6 | 0.00000000 seconds
           743 |  17 |         4 | 0.00000000 seconds
           744 |  19 |         8 | 0.00000000 seconds
           745 |  10 |         6 | 0.00000000 seconds
           746 |   7 |         4 | 0.00000000 seconds
           747 |  16 |         4 | 0.00000000 seconds
           748 |   3 |         4 | 0.00000000 seconds
           749 |   0 |         3 | 0.00000000 seconds
           750 |   5 |         6 | 0.00000000 seconds
           751 |  21 |         2 | 0.00000000 seconds
           752 |   7 |         5 | 0.00000000 seconds
           753 |  20 |         5 | 0.00000000 seconds
           754 |  22 |         6 | 0.00000000 seconds
           755 |   0 |         4 | 0.00000000 seconds
           756 |  23 |         3 | 0.00000000 seconds
           757 |   4 |         4 | 0.00000000 seconds
           758 |  13 |         6 | 0.00000000 seconds
           759 |  15 |         5 | 0.00000000 seconds
           760 |   3 |         5 | 0.00000000 seconds
           761 |   8 |         3 | 0.00000000 seconds
           762 |   9 |         7 | 0.00000000 seconds
           763 |  13 |         7 | 0.00000000 seconds
           764 |   6 |         4 | 0.00000000 seconds
           765 |  23 |         4 | 0.00000000 seconds
           766 |   4 |         5 | 0.00000000 seconds
           767 |   7 |         6 | 0.00000000 seconds
           768 |  14 |         4 | 0.00000000 seconds
           769 |  16 |         5 | 0.00000000 seconds
           770 |  18 |         5 | 0.00000000 seconds
           771 |  12 |         4 | 0.00000000 seconds
           772 |   2 |         3 | 0.00000000 seconds
           773 |   5 |         7 | 0.00000000 seconds
           774 |  24 |         5 | 0.00000000 seconds
           775 |  13 |         8 | 0.00000000 seconds
           776 |  14 |         5 | 0.00000000 seconds
           777 |  15 |         6 | 0.00000000 seconds
           778 |  21 |         3 | 0.00000000 seconds
           779 |  17 |         5 | 0.00000000 seconds
           780 |  22 |         7 | 0.00000000 seconds
           781 |   1 |         6 | 0.00000000 seconds
           782 |  11 |         6 | 0.00000000 seconds
           783 |  14 |         6 | 0.00000000 seconds
           784 |  15 |         7 | 0.00000000 seconds
           785 |  22 |         8 | 0.00000000 seconds
           786 |  23 |         5 | 0.00000000 seconds
           787 |   3 |         6 | 0.00000000 seconds
           788 |   8 |         4 | 0.00000000 seconds
           789 |  12 |         5 | 0.00000000 seconds
           790 |   0 |         5 | 0.00000000 seconds
           791 |  19 |         9 | 0.00000000 seconds
           792 |  21 |         4 | 0.00000000 seconds
           793 |   7 |         7 | 0.00000000 seconds
           794 |  18 |         6 | 0.00000000 seconds
           795 |  24 |         6 | 0.00000000 seconds
           796 |   6 |         5 | 0.00000000 seconds
           797 |  10 |         7 | 0.00000000 seconds
           798 |  16 |         6 | 0.00000000 seconds
           799 |   0 |         6 | 0.00000000 seconds
           800 |   9 |         8 | 0.00000000 seconds
           801 |   9 |         9 | 0.00000000 seconds
           802 |  11 |         7 | 0.00000000 seconds
           803 |  13 |         9 | 0.00000000 seconds
           804 |  15 |         8 | 0.00000000 seconds
           805 |  17 |         6 | 0.00000000 seconds
           806 |  20 |         6 | 0.00000000 seconds
           807 |   2 |         4 | 0.00000000 seconds
           808 |  20 |         7 | 0.00000000 seconds
           809 |   4 |         6 | 0.00000000 seconds
           810 |   8 |         5 | 0.00000000 seconds
           811 |   1 |         7 | 0.00000000 seconds
           812 |   4 |         7 | 0.00000000 seconds
           813 |   8 |         6 | 0.00000000 seconds
           814 |  12 |         6 | 0.00000000 seconds
           815 |  18 |         7 | 0.00000000 seconds
           816 |  19 |        10 | 0.00000000 seconds
           817 |  22 |         9 | 0.00000000 seconds
           818 |   2 |         5 | 0.00000000 seconds
           819 |  10 |         8 | 0.00000000 seconds
           820 |  14 |         7 | 0.00000000 seconds
           821 |  15 |         9 | 0.00000000 seconds
           822 |   2 |         6 | 0.00000000 seconds
           823 |   3 |         7 | 0.00000000 seconds
           824 |   7 |         8 | 0.00000000 seconds
           825 |  13 |        10 | 0.00000000 seconds
           826 |  15 |        10 | 0.00000000 seconds
           827 |  16 |         7 | 0.00000000 seconds
           828 |  24 |         7 | 0.00000000 seconds
           829 |   5 |         8 | 0.00000000 seconds
           830 |   8 |         7 | 0.00000000 seconds
           831 |   0 |         7 | 0.00000000 seconds
           832 |   4 |         8 | 0.00000000 seconds
           833 |  19 |        11 | 0.00000000 seconds
           834 |   9 |        10 | 0.00000000 seconds
           835 |  16 |         8 | 0.00000000 seconds
           836 |  17 |         7 | 0.00000000 seconds
           837 |  19 |        12 | 0.00000000 seconds
           838 |  22 |        10 | 0.00000000 seconds
           839 |   4 |         9 | 0.00000000 seconds
           840 |   6 |         6 | 0.00000000 seconds
           841 |  10 |         9 | 0.00000000 seconds
           842 |   0 |         8 | 0.00000000 seconds
           843 |   6 |         7 | 0.00000000 seconds
           844 |  11 |         8 | 0.00000000 seconds
           845 |  22 |        11 | 0.00000000 seconds
           846 |  10 |        10 | 0.00000000 seconds
           847 |  20 |         8 | 0.00000000 seconds
           848 |   2 |         7 | 0.00000000 seconds
           849 |   3 |         8 | 0.00000000 seconds
           850 |  18 |         8 | 0.00000000 seconds
           851 |  23 |         6 | 0.00000000 seconds
           852 |  22 |        12 | 0.00000000 seconds
           853 |   3 |         9 | 0.00000000 seconds
           854 |  10 |        11 | 0.00000000 seconds
           855 |  12 |         7 | 0.00000000 seconds
           856 |  24 |         8 | 0.00000000 seconds
           857 |   0 |         9 | 0.00000000 seconds
           858 |   5 |         9 | 0.00000000 seconds
           859 |  17 |         8 | 0.00000000 seconds
           860 |   0 |        10 | 0.00000000 seconds
           861 |   2 |         8 | 0.00000000 seconds
           862 |   4 |        10 | 0.00000000 seconds
           863 |   7 |         9 | 0.00000000 seconds
           864 |  19 |        13 | 0.00000000 seconds
           865 |  21 |         5 | 0.00000000 seconds
           866 |  24 |         9 | 0.00000000 seconds
           867 |  17 |         9 | 0.00000000 seconds
           868 |  13 |        11 | 0.00000000 seconds
           869 |   1 |         8 | 0.00000000 seconds
           870 |  23 |         7 | 0.00000000 seconds
           871 |   4 |        11 | 0.00000000 seconds
           872 |   7 |        10 | 0.00000000 seconds
           873 |  18 |         9 | 0.00000000 seconds
           874 |  12 |         8 | 0.00000000 seconds
           875 |  14 |         8 | 0.00000000 seconds
           876 |   6 |         8 | 0.00000000 seconds
           877 |   7 |        11 | 0.00000000 seconds
           878 |  17 |        10 | 0.00000000 seconds
           879 |  10 |        12 | 0.00000000 seconds
           880 |   0 |        11 | 0.00000000 seconds
           881 |  11 |         9 | 0.00000000 seconds
           882 |   2 |         9 | 0.00000000 seconds
           883 |  15 |        11 | 0.00000000 seconds
           884 |  22 |        13 | 0.00000000 seconds
           885 |   1 |         9 | 0.00000000 seconds
           886 |  10 |        13 | 0.00000000 seconds
           887 |  20 |         9 | 0.00000000 seconds
           888 |   9 |        11 | 0.00000000 seconds
           889 |  11 |        10 | 0.00000000 seconds
           890 |  12 |         9 | 0.00000000 seconds
           891 |  23 |         8 | 0.00000000 seconds
           892 |   4 |        12 | 0.00000000 seconds
           893 |   6 |         9 | 0.00000000 seconds
           894 |   9 |        12 | 0.00000000 seconds
           895 |  13 |        12 | 0.00000000 seconds
           896 |  15 |        12 | 0.00000000 seconds
           897 |  23 |         9 | 0.00000000 seconds
           898 |  24 |        10 | 0.00000000 seconds
           899 |   6 |        10 | 0.00000000 seconds
           900 |  14 |         9 | 0.00000000 seconds
           901 |  10 |        14 | 0.00000000 seconds
           902 |  20 |        10 | 0.00000000 seconds
           903 |   0 |        12 | 0.00000000 seconds
           904 |   2 |        10 | 0.00000000 seconds
           905 |   4 |        13 | 0.00000000 seconds
           906 |   8 |         8 | 0.00000000 seconds
           907 |  12 |        10 | 0.00000000 seconds
           908 |  18 |        10 | 0.00000000 seconds
           909 |   5 |        10 | 0.00000000 seconds
           910 |   9 |        13 | 0.00000000 seconds
           911 |  13 |        13 | 0.00000000 seconds
           912 |   9 |        14 | 0.00000000 seconds
           913 |  20 |        11 | 0.00000000 seconds
           914 |  11 |        11 | 0.00000000 seconds
           915 |  16 |         9 | 0.00000000 seconds
           916 |  17 |        11 | 0.00000000 seconds
           917 |  20 |        12 | 0.00000000 seconds
           918 |   9 |        15 | 0.00000000 seconds
           919 |  14 |        10 | 0.00000000 seconds
           920 |  15 |        13 | 0.00000000 seconds
           921 |   3 |        10 | 0.00000000 seconds
           922 |  13 |        14 | 0.00000000 seconds
           923 |  22 |        14 | 0.00000000 seconds
           924 |   8 |         9 | 0.00000000 seconds
           925 |  23 |        10 | 0.00000000 seconds
           926 |   7 |        12 | 0.00000000 seconds
           927 |  17 |        12 | 0.00000000 seconds
           928 |  19 |        14 | 0.00000000 seconds
           929 |   4 |        14 | 0.00000000 seconds
           930 |  12 |        11 | 0.00000000 seconds
           931 |  14 |        11 | 0.00000000 seconds
           932 |  21 |         6 | 0.00000000 seconds
           933 |   6 |        11 | 0.00000000 seconds
           934 |  24 |        11 | 0.00000000 seconds
           935 |   2 |        11 | 0.00000000 seconds
           936 |   7 |        13 | 0.00000000 seconds
           937 |   9 |        16 | 0.00000000 seconds
           938 |  11 |        12 | 0.00000000 seconds
           939 |   1 |        10 | 0.00000000 seconds
           940 |  23 |        11 | 0.00000000 seconds
           941 |   9 |        17 | 0.00000000 seconds
           942 |   9 |        18 | 0.00000000 seconds
           943 |  21 |         7 | 0.00000000 seconds
           944 |  12 |        12 | 0.00000000 seconds
           945 |  18 |        11 | 0.00000000 seconds
           946 |  22 |        15 | 0.00000000 seconds
           947 |  10 |        15 | 0.00000000 seconds
           948 |  20 |        13 | 0.00000000 seconds
           949 |  15 |        14 | 0.00000000 seconds
           950 |  19 |        15 | 0.00000000 seconds
           951 |  16 |        10 | 0.00000000 seconds
           952 |  18 |        12 | 0.00000000 seconds
           953 |  20 |        14 | 0.00000000 seconds
           954 |  23 |        12 | 0.00000000 seconds
           955 |   3 |        11 | 0.00000000 seconds
           956 |   5 |        11 | 0.00000000 seconds
           957 |   1 |        11 | 0.00000000 seconds
           958 |   6 |        12 | 0.00000000 seconds
           959 |  13 |        15 | 0.00000000 seconds
           960 |  24 |        12 | 0.00000000 seconds
           961 |   0 |        13 | 0.00000000 seconds
           962 |  11 |        13 | 0.00000000 seconds
           963 |  15 |        15 | 0.00000000 seconds
           964 |   4 |        15 | 0.00000000 seconds
           965 |   7 |        14 | 0.00000000 seconds
           966 |  10 |        16 | 0.00000000 seconds
           967 |   4 |        16 | 0.00000000 seconds
           968 |   6 |        13 | 0.00000000 seconds
           969 |  22 |        16 | 0.00100000 seconds
           970 |   4 |        17 | 0.00000000 seconds
           971 |   6 |        14 | 0.00000000 seconds
           972 |   2 |        12 | 0.00000000 seconds
           973 |   4 |        18 | 0.00000000 seconds
           974 |   7 |        15 | 0.00000000 seconds
           975 |  14 |        12 | 0.00000000 seconds
           976 |  21 |         8 | 0.00000000 seconds
           977 |   5 |        12 | 0.00000000 seconds
           978 |   6 |        15 | 0.00000000 seconds
           979 |   8 |        10 | 0.00000000 seconds
           980 |  23 |        13 | 0.00000000 seconds
           981 |   0 |        14 | 0.00000000 seconds
           982 |  19 |        16 | 0.00000000 seconds
           983 |  12 |        13 | 0.00000000 seconds
           984 |  13 |        16 | 0.00000000 seconds
           985 |  18 |        13 | 0.00000000 seconds
           986 |   0 |        15 | 0.00000000 seconds
           987 |   4 |        19 | 0.00000000 seconds
           988 |   7 |        16 | 0.00000000 seconds
           989 |  10 |        17 | 0.00000000 seconds
           990 |  16 |        11 | 0.00000000 seconds
           991 |   8 |        11 | 0.00000000 seconds
           992 |  14 |        13 | 0.00000000 seconds
           993 |  17 |        13 | 0.00000000 seconds
           994 |  14 |        14 | 0.00000000 seconds
           995 |   7 |        17 | 0.00000000 seconds
           996 |   8 |        12 | 0.00000000 seconds
           997 |  11 |        14 | 0.00000000 seconds
           998 |  12 |        14 | 0.00000000 seconds
           999 |  15 |        16 | 0.00000000 seconds
          1000 |  19 |        17 | 0.00000000 seconds
          1001 |   2 |        13 | 0.00000000 seconds
          1002 |   5 |        13 | 0.00000000 seconds
          1003 |  13 |        17 | 0.00000000 seconds
          1004 |  21 |         9 | 0.00000000 seconds
          1005 |   0 |        16 | 0.00000000 seconds
          1006 |   2 |        14 | 0.00000000 seconds
          1007 |  18 |        14 | 0.00000000 seconds
          1008 |   5 |        14 | 0.00000000 seconds
          1009 |   9 |        19 | 0.00000000 seconds
          1010 |  19 |        18 | 0.00000000 seconds
          1011 |   6 |        16 | 0.00000000 seconds
          1012 |  10 |        18 | 0.00000000 seconds
          1013 |  19 |        19 | 0.00000000 seconds
          1014 |  16 |        12 | 0.00000000 seconds
          1015 |   0 |        17 | 0.00000000 seconds
          1016 |   2 |        15 | 0.00000000 seconds
          1017 |  12 |        15 | 0.00000000 seconds
          1018 |  17 |        14 | 0.00000000 seconds
          1019 |  20 |        15 | 0.00000000 seconds
          1020 |  21 |        10 | 0.00000000 seconds
          1021 |   1 |        12 | 0.00000000 seconds
          1022 |  23 |        14 | 0.00000000 seconds
          1023 |  13 |        18 | 0.00000000 seconds
          1024 |   3 |        12 | 0.00000000 seconds
          1025 |   8 |        13 | 0.00000000 seconds
          1026 |  21 |        11 | 0.00000000 seconds
          1027 |   6 |        17 | 0.00000000 seconds
          1028 |  10 |        19 | 0.00000000 seconds
          1029 |  11 |        15 | 0.00000000 seconds
          1030 |  18 |        15 | 0.00000000 seconds
          1031 |  20 |        16 | 0.00000000 seconds
          1032 |   5 |        15 | 0.00000000 seconds
          1033 |  19 |        20 | 0.00000000 seconds
          1034 |   1 |        13 | 0.00000000 seconds
          1035 |   3 |        13 | 0.00000000 seconds
          1036 |  14 |        15 | 0.00000000 seconds
          1037 |  16 |        13 | 0.00000000 seconds
          1038 |   2 |        16 | 0.00000000 seconds
          1039 |   4 |        20 | 0.00000000 seconds
          1040 |  13 |        19 | 0.00000000 seconds
          1041 |  19 |        21 | 0.00000000 seconds
          1042 |  24 |        13 | 0.00000000 seconds
          1043 |   0 |        18 | 0.00000000 seconds
          1044 |  11 |        16 | 0.00000000 seconds
          1045 |  17 |        15 | 0.00000000 seconds
          1046 |  22 |        17 | 0.00000000 seconds
          1047 |   8 |        14 | 0.00000000 seconds
          1048 |  23 |        15 | 0.00000000 seconds
          1049 |   1 |        14 | 0.00000000 seconds
          1050 |   6 |        18 | 0.00000000 seconds
          1051 |   5 |        16 | 0.00000000 seconds
          1052 |   9 |        20 | 0.00000000 seconds
          1053 |  18 |        16 | 0.00000000 seconds
          1054 |  14 |        16 | 0.00000000 seconds
          1055 |  21 |        12 | 0.00000000 seconds
          1056 |  12 |        16 | 0.00000000 seconds
          1057 |  19 |        22 | 0.00000000 seconds
          1058 |  24 |        14 | 0.00000000 seconds
          1059 |   0 |        19 | 0.00000000 seconds
          1060 |   7 |        18 | 0.00000000 seconds
          1061 |  16 |        14 | 0.00000000 seconds
          1062 |  17 |        16 | 0.00000000 seconds
          1063 |   2 |        17 | 0.00000000 seconds
          1064 |  23 |        16 | 0.00000000 seconds
          1065 |  15 |        17 | 0.00000000 seconds
          1066 |   1 |        15 | 0.00000000 seconds
          1067 |   2 |        18 | 0.00000000 seconds
          1068 |  14 |        17 | 0.00000000 seconds
          1069 |  18 |        17 | 0.00000000 seconds
          1070 |  19 |        23 | 0.00000000 seconds
          1071 |  20 |        17 | 0.00000000 seconds
          1072 |   4 |        21 | 0.00000000 seconds
          1073 |  11 |        17 | 0.00000000 seconds
          1074 |  24 |        15 | 0.00000000 seconds
          1075 |  12 |        17 | 0.00000000 seconds
          1076 |  13 |        20 | 0.00000000 seconds
          1077 |  22 |        18 | 0.00000000 seconds
          1078 |   8 |        15 | 0.00000000 seconds
          1079 |  14 |        18 | 0.00000000 seconds
          1080 |  24 |        16 | 0.00000000 seconds
          1081 |  14 |        19 | 0.00000000 seconds
          1082 |   6 |        19 | 0.00000000 seconds
          1083 |  10 |        20 | 0.00000000 seconds
          1084 |   5 |        17 | 0.00000000 seconds
          1085 |   7 |        19 | 0.00000000 seconds
          1086 |  16 |        15 | 0.00000000 seconds
          1087 |  23 |        17 | 0.00000000 seconds
          1088 |  17 |        17 | 0.00000000 seconds
          1089 |   3 |        14 | 0.00000000 seconds
          1090 |   6 |        20 | 0.00000000 seconds
          1091 |  23 |        18 | 0.00000000 seconds
          1092 |   1 |        16 | 0.00000000 seconds
          1093 |   9 |        21 | 0.00000000 seconds
          1094 |  10 |        21 | 0.00000000 seconds
          1095 |  15 |        18 | 0.00000000 seconds
          1096 |  19 |        24 | 0.00000000 seconds
          1097 |  11 |        18 | 0.00000000 seconds
          1098 |   3 |        15 | 0.00000000 seconds
          1099 |  21 |        13 | 0.00000000 seconds
          1100 |  22 |        19 | 0.00000000 seconds
          1101 |   1 |        17 | 0.00000000 seconds
          1102 |   9 |        22 | 0.00000000 seconds
          1103 |  17 |        18 | 0.00000000 seconds
          1104 |  20 |        18 | 0.00000000 seconds
          1105 |  24 |        17 | 0.00000000 seconds
          1106 |   1 |        18 | 0.00000000 seconds
          1107 |   2 |        19 | 0.00000000 seconds
          1108 |   3 |        16 | 0.00000000 seconds
          1109 |   5 |        18 | 0.00000000 seconds
          1110 |  10 |        22 | 0.00000000 seconds
          1111 |  12 |        18 | 0.00000000 seconds
          1112 |   8 |        16 | 0.00000000 seconds
          1113 |  14 |        20 | 0.00000000 seconds
          1114 |  16 |        16 | 0.00000000 seconds
          1115 |  21 |        14 | 0.00000000 seconds
          1116 |   4 |        22 | 0.00000000 seconds
          1117 |   6 |        21 | 0.00000000 seconds
          1118 |   8 |        17 | 0.00000000 seconds
          1119 |  15 |        19 | 0.00000000 seconds
          1120 |  17 |        19 | 0.00000000 seconds
          1121 |  24 |        18 | 0.00000000 seconds
          1122 |   0 |        20 | 0.00000000 seconds
          1123 |   9 |        23 | 0.00000000 seconds
          1124 |  16 |        17 | 0.00000000 seconds
          1125 |  21 |        15 | 0.00000000 seconds
          1126 |  23 |        19 | 0.00000000 seconds
          1127 |  11 |        19 | 0.00000000 seconds
          1128 |  14 |        21 | 0.00000000 seconds
          1129 |  20 |        19 | 0.00000000 seconds
          1130 |   1 |        19 | 0.00000000 seconds
          1131 |   2 |        20 | 0.00000000 seconds
          1132 |   3 |        17 | 0.00000000 seconds
          1133 |   9 |        24 | 0.00000000 seconds
          1134 |  15 |        20 | 0.00000000 seconds
          1135 |   0 |        21 | 0.00000000 seconds
          1136 |  13 |        21 | 0.00000000 seconds
          1137 |  16 |        18 | 0.00000000 seconds
          1138 |  13 |        22 | 0.00000000 seconds
          1139 |   6 |        22 | 0.00000000 seconds
          1140 |   7 |        20 | 0.00000000 seconds
          1141 |  11 |        20 | 0.00000000 seconds
          1142 |   1 |        20 | 0.00000000 seconds
          1143 |   6 |        23 | 0.00000000 seconds
          1144 |   8 |        18 | 0.00000000 seconds
          1145 |  18 |        18 | 0.00000000 seconds
          1146 |   3 |        18 | 0.00000000 seconds
          1147 |   7 |        21 | 0.00000000 seconds
          1148 |   8 |        19 | 0.00000000 seconds
          1149 |  12 |        19 | 0.00000000 seconds
          1150 |  15 |        21 | 0.00000000 seconds
          1151 |   1 |        21 | 0.00000000 seconds
          1152 |  22 |        20 | 0.00000000 seconds
          1153 |   5 |        19 | 0.00000000 seconds
          1154 |   7 |        22 | 0.00000000 seconds
          1155 |  16 |        19 | 0.00000000 seconds
          1156 |  10 |        23 | 0.00000000 seconds
          1157 |  23 |        20 | 0.00000000 seconds
          1158 |   1 |        22 | 0.00000000 seconds
          1159 |   8 |        20 | 0.00000000 seconds
          1160 |  14 |        22 | 0.00000000 seconds
          1161 |  17 |        20 | 0.00000000 seconds
          1162 |  21 |        16 | 0.00000000 seconds
          1163 |   2 |        21 | 0.00000000 seconds
          1164 |   4 |        23 | 0.00000000 seconds
          1165 |   7 |        23 | 0.00000000 seconds
          1166 |   8 |        21 | 0.00000000 seconds
          1167 |  13 |        23 | 0.00000000 seconds
          1168 |   7 |        24 | 0.00000000 seconds
          1169 |  12 |        20 | 0.00000000 seconds
          1170 |  16 |        20 | 0.00000000 seconds
          1171 |  22 |        21 | 0.00000000 seconds
          1172 |  23 |        21 | 0.00000000 seconds
          1173 |  24 |        19 | 0.00000000 seconds
          1174 |   0 |        22 | 0.00000000 seconds
          1175 |  12 |        21 | 0.00000000 seconds
          1176 |  11 |        21 | 0.00000000 seconds
          1177 |  17 |        21 | 0.00000000 seconds
          1178 |   6 |        24 | 0.00000000 seconds
          1179 |  21 |        17 | 0.00000000 seconds
          1180 |  24 |        20 | 0.00000000 seconds
          1181 |  13 |        24 | 0.00000000 seconds
          1182 |  15 |        22 | 0.00000000 seconds
          1183 |  20 |        20 | 0.00000000 seconds
          1184 |  23 |        22 | 0.00000000 seconds
          1185 |   4 |        24 | 0.00000000 seconds
          1186 |  17 |        22 | 0.00000000 seconds
          1187 |   0 |        23 | 0.00000000 seconds
          1188 |   5 |        20 | 0.00000000 seconds
          1189 |   5 |        21 | 0.00000000 seconds
          1190 |  10 |        24 | 0.00000000 seconds
          1191 |  22 |        22 | 0.00000000 seconds
          1192 |   1 |        23 | 0.00000000 seconds
          1193 |  20 |        21 | 0.00000000 seconds
          1194 |   2 |        22 | 0.00000000 seconds
          1195 |  11 |        22 | 0.00000000 seconds
          1196 |  18 |        19 | 0.00000000 seconds
          1197 |  23 |        23 | 0.00000000 seconds
          1198 |  24 |        21 | 0.00000000 seconds
          1199 |   5 |        22 | 0.00000000 seconds
          1200 |  11 |        23 | 0.00000000 seconds
          1201 |  14 |        23 | 0.00000000 seconds
          1202 |  18 |        20 | 0.00000000 seconds
          1203 |   1 |        24 | 0.00000000 seconds
